"";"JAHR";"PLZ3";"GISD_Score";"Bevölkerung";"GISD_5";"GISD_10";"GISD_k"
"1";1998;10;0,519115;122511;3;5;2
"2";1998;11;0,519571;199264;3;5;2
"3";1998;12;0,519726;84357;3;5;2
"4";1998;13;0,519406;114919;3;5;2
"5";1998;14;0,654312;109551;4;7;2
"6";1998;15;0,860296;68760;5;10;3
"7";1998;16;0,754669;124888;5;9;3
"8";1998;17;0,709897;160650;4;8;2
"9";1998;18;0,75317;117918;5;9;3
"10";1998;19;0,805929;142223;5;10;3
"11";1998;26;0,803808;97022;5;10;3
"12";1998;27;0,848099;122709;5;10;3
"13";1998;28;0,875058;75371;5;10;3
"14";1998;29;0,866668;132169;5;10;3
"15";1998;30;0,741185;122619;5;9;3
"16";1998;31;0,844541;95933;5;10;3
"17";1998;32;0,8617;76443;5;10;3
"18";1998;41;0,734779;182575;5;9;3
"19";1998;42;0,734794;206623;5;9;3
"20";1998;43;0,734778;166317;5;9;3
"21";1998;44;0,736289;98103;5;9;3
"22";1998;45;0,857538;107915;5;10;3
"23";1998;46;0,875933;177076;5;10;3
"24";1998;47;0,839179;100023;5;10;3
"25";1998;48;0,849632;140075;5;10;3
"26";1998;49;0,81019;55139;5;10;3
"27";1998;61;0,837911;304136;5;10;3
"28";1998;62;0,925098;142562;5;10;3
"29";1998;63;0,969681;110761;5;10;3
"30";1998;64;0,979306;147030;5;10;3
"31";1998;65;1;113411;5;10;3
"32";1998;66;0,925578;135697;5;10;3
"33";1998;67;0,955673;140875;5;10;3
"34";1998;68;0,867813;166700;5;10;3
"35";1998;69;0,828779;39691;5;10;3
"36";1998;73;0,805959;84831;5;10;3
"37";1998;74;0,801165;51757;5;10;3
"38";1998;75;0,899462;139568;5;10;3
"39";1998;76;0,785327;58680;5;9;3
"40";1998;77;0,536787;136345;3;5;2
"41";1998;78;0,858862;16167;5;10;3
"42";1998;79;0,844944;92637;5;10;3
"43";1998;80;0,798273;88635;5;9;3
"44";1998;81;0,720335;62078;4;8;2
"45";1998;82;0,767582;127154;5;9;3
"46";1998;83;0,797481;122857;5;9;3
"47";1998;84;0,799888;89319;5;9;3
"48";1998;85;0,746014;80490;5;9;3
"49";1998;86;0,69506;27912;4;8;2
"50";1998;91;0,740085;198030;5;9;3
"51";1998;92;0,740364;119119;5;9;3
"52";1998;93;0,775136;137572;5;9;3
"53";1998;94;0,79772;120222;5;9;3
"54";1998;95;0,772157;110568;5;9;3
"55";1998;96;0,740602;102578;5;9;3
"56";1998;101;0,701091;42824;4;8;2
"57";1998;102;0,701091;41054;4;8;2
"58";1998;103;0,701091;103369;4;8;2
"59";1998;104;0,701091;41047;4;8;2
"60";1998;105;0,701091;49855;4;8;2
"61";1998;106;0,701091;12120;4;8;2
"62";1998;107;0,701091;57816;4;8;2
"63";1998;108;0,701091;18513;4;8;2
"64";1998;109;0,701091;47869;4;8;2
"65";1998;120;0,701091;66959;4;8;2
"66";1998;121;0,701091;100496;4;8;2
"67";1998;122;0,701077;119870;4;8;2
"68";1998;123;0,70108;174847;4;8;2
"69";1998;124;0,701091;135482;4;8;2
"70";1998;125;0,69806;537969;4;8;2
"71";1998;126;0,701057;242319;4;8;2
"72";1998;130;0,701089;165855;4;8;2
"73";1998;131;0,701089;299862;4;8;2
"74";1998;133;0,701091;56036;4;8;2
"75";1998;134;0,700888;191033;4;8;2
"76";1998;135;0,7011;417557;4;8;2
"77";1998;136;0,701091;43051;4;8;2
"78";1998;140;0,701043;169684;4;8;2
"79";1998;141;0,700887;388940;4;8;2
"80";1998;144;0,436677;170860;2;3;2
"81";1998;145;0,569381;142666;3;6;2
"82";1998;146;0,77149;113597;5;9;3
"83";1998;147;0,883096;148951;5;10;3
"84";1998;148;0,616053;31060;4;7;2
"85";1998;149;0,721419;99079;4;8;2
"86";1998;152;0,778238;73216;5;9;3
"87";1998;153;0,767044;154882;5;9;3
"88";1998;155;0,758783;105555;5;9;3
"89";1998;157;0,638678;102851;4;7;2
"90";1998;158;0,689672;139381;4;8;2
"91";1998;159;0,71223;51753;4;8;2
"92";1998;162;0,885282;111814;5;10;3
"93";1998;163;0,802131;151478;5;10;3
"94";1998;165;0,686141;108711;4;8;2
"95";1998;167;0,721549;99872;4;8;2
"96";1998;168;0,894321;84358;5;10;3
"97";1998;169;0,888921;42183;5;10;3
"98";1998;170;0,846632;105841;5;10;3
"99";1998;171;0,915841;111345;5;10;3
"100";1998;172;0,917768;132821;5;10;3
"101";1998;173;0,953097;106194;5;10;3
"102";1998;174;0,859478;119049;5;10;3
"103";1998;175;0,832843;12584;5;10;3
"104";1998;180;0,779175;55991;5;9;3
"105";1998;181;0,784381;193996;5;9;3
"106";1998;182;0,86488;132830;5;10;3
"107";1998;183;0,896224;51591;5;10;3
"108";1998;184;0,903728;82642;5;10;3
"109";1998;185;0,859451;85553;5;10;3
"110";1998;186;0,789582;4721;5;9;3
"111";1998;190;0,74136;145911;5;9;3
"112";1998;192;0,781215;116913;5;9;3
"113";1998;193;0,912129;125049;5;10;3
"114";1998;194;0,955412;16806;5;10;3
"115";1998;200;0,404024;10286;1;2;1
"116";1998;201;0,404024;10364;1;2;1
"117";1998;202;0,404024;14602;1;2;1
"118";1998;203;0,404024;11948;1;2;1
"119";1998;204;0,404024;36599;1;2;1
"120";1998;205;0,404024;40074;1;2;1
"121";1998;210;0,406963;493858;2;3;2
"122";1998;211;0,404048;291519;1;2;1
"123";1998;212;0,526758;149335;3;5;2
"124";1998;213;0,654015;164526;4;7;2
"125";1998;214;0,566262;159171;3;6;2
"126";1998;215;0,581433;77363;3;6;2
"127";1998;216;0,567312;157726;3;6;2
"128";1998;217;0,671775;104498;4;7;2
"129";1998;220;0,404027;65496;1;2;1
"130";1998;221;0,406929;209658;2;3;2
"131";1998;222;0,404024;14006;1;2;1
"132";1998;223;0,404154;243589;1;2;1
"133";1998;224;0,404568;99305;1;2;1
"134";1998;225;0,404433;157717;1;2;1
"135";1998;226;0,404024;31848;1;2;1
"136";1998;227;0,404024;29261;1;2;1
"137";1998;228;0,526652;141758;3;5;2
"138";1998;229;0,477414;110804;2;4;2
"139";1998;235;0,827981;213696;5;10;3
"140";1998;236;0,715757;95349;4;8;2
"141";1998;237;0,736377;145843;5;9;3
"142";1998;238;0,580015;137424;3;6;2
"143";1998;239;0,804691;142397;5;10;3
"144";1998;241;0,690962;268733;4;8;2
"145";1998;242;0,67711;130023;4;8;2
"146";1998;243;0,725188;98147;4;8;2
"147";1998;244;0,744731;4694;5;9;3
"148";1998;245;0,740244;185108;5;9;3
"149";1998;246;0,63866;63693;4;7;2
"150";1998;247;0,728398;72930;5;9;3
"151";1998;248;0,723985;102328;4;8;2
"152";1998;249;0,766794;170983;5;9;3
"153";1998;253;0,586186;111890;3;6;2
"154";1998;254;0,517367;182992;3;5;2
"155";1998;255;0,707367;116010;4;8;2
"156";1998;256;0,776885;4415;5;9;3
"157";1998;257;0,788915;115474;5;9;3
"158";1998;258;0,714817;110598;4;8;2
"159";1998;259;0,634663;55067;4;7;2
"160";1998;261;0,672373;271800;4;7;2
"161";1998;262;0,678893;54210;4;8;2
"162";1998;263;0,840379;125261;5;10;3
"163";1998;264;0,801474;105418;5;10;3
"164";1998;265;0,834996;76388;5;10;3
"165";1998;266;0,797491;170636;5;9;3
"166";1998;267;0,783386;108629;5;9;3
"167";1998;268;0,798784;176254;5;9;3
"168";1998;269;0,691717;86344;4;8;2
"169";1998;272;0,621757;112026;4;7;2
"170";1998;273;0,656929;137014;4;7;2
"171";1998;274;0,684334;153532;4;8;2
"172";1998;275;0,89406;123586;5;10;3
"173";1998;276;0,777793;104851;5;9;3
"174";1998;277;0,760568;208709;5;9;3
"175";1998;278;0,646146;20423;4;7;2
"176";1998;281;0,634155;71693;4;7;2
"177";1998;282;0,634145;155504;4;7;2
"178";1998;283;0,634018;191876;4;7;2
"179";1998;287;0,641856;145110;4;7;2
"180";1998;288;0,613982;174695;4;7;2
"181";1998;292;0,755318;70027;5;9;3
"182";1998;293;0,703252;146890;4;8;2
"183";1998;294;0,93337;80491;5;10;3
"184";1998;295;0,764314;89700;5;9;3
"185";1998;296;0,702855;134960;4;8;2
"186";1998;301;0,599111;102971;3;6;2
"187";1998;304;0,598945;145898;3;6;2
"188";1998;305;0,598678;134923;3;6;2
"189";1998;306;0,598494;144652;3;6;2
"190";1998;308;0,514781;189289;3;5;2
"191";1998;309;0,473554;194728;2;4;2
"192";1998;310;0,648;47976;4;7;2
"193";1998;311;0,639923;214512;4;7;2
"194";1998;312;0,627486;136714;4;7;2
"195";1998;313;0,495371;73831;2;4;2
"196";1998;315;0,618514;173599;4;7;2
"197";1998;316;0,738983;116657;5;9;3
"198";1998;317;0,775087;104681;5;9;3
"199";1998;318;0,64445;119404;4;7;2
"200";1998;320;0,577189;66311;3;6;2
