"";"JAHR";"PLZ3";"GISD_Score";"Bevölkerung";"GISD_5";"GISD_10";"GISD_k"
"1";1998;10;0,564995;122511;4;7;2
"2";1998;11;0,565422;199264;4;7;2
"3";1998;12;0,565648;84357;4;7;2
"4";1998;13;0,56521;114919;4;7;2
"5";1998;14;0,664183;109551;5;9;3
"6";1998;15;0,771967;68760;5;9;3
"7";1998;16;0,749906;124888;5;9;3
"8";1998;17;0,752162;160650;5;9;3
"9";1998;18;0,786176;117918;5;10;3
"10";1998;19;0,830154;140125;5;10;3
"11";1998;26;0,813403;97022;5;10;3
"12";1998;27;0,893022;122709;5;10;3
"13";1998;28;0,900622;75371;5;10;3
"14";1998;29;0,866959;132169;5;10;3
"15";1998;30;0,755662;122619;5;9;3
"16";1998;31;0,839806;95933;5;10;3
"17";1998;32;0,875936;76443;5;10;3
"18";1998;41;0,727968;182575;5;9;3
"19";1998;42;0,727992;206623;5;9;3
"20";1998;43;0,728006;166317;5;9;3
"21";1998;44;0,75391;98103;5;9;3
"22";1998;45;0,841556;107915;5;10;3
"23";1998;46;0,851194;170342;5;10;3
"24";1998;47;0,837759;100023;5;10;3
"25";1998;48;0,844911;140075;5;10;3
"26";1998;49;0,872685;55139;5;10;3
"27";1998;61;0,885945;304136;5;10;3
"28";1998;62;0,905461;142548;5;10;3
"29";1998;63;0,980228;110761;5;10;3
"30";1998;64;0,980328;147030;5;10;3
"31";1998;65;0,962854;89315;5;10;3
"32";1998;66;0,932262;135670;5;10;3
"33";1998;67;0,920844;140873;5;10;3
"34";1998;68;0,881828;166700;5;10;3
"35";1998;69;0,894024;39691;5;10;3
"36";1998;73;0,788444;76992;5;10;3
"37";1998;74;0,779442;44784;5;9;3
"38";1998;75;0,829989;139563;5;10;3
"39";1998;76;0,731529;57873;5;9;3
"40";1998;77;0,504627;136333;3;6;2
"41";1998;78;0,839296;15427;5;10;3
"42";1998;79;0,796296;91732;5;10;3
"43";1998;80;0,785715;88635;5;10;3
"44";1998;81;0,754325;62043;5;9;3
"45";1998;82;0,796621;110892;5;10;3
"46";1998;83;0,817494;117952;5;10;3
"47";1998;84;0,824119;89319;5;10;3
"48";1998;85;0,781052;80490;5;9;3
"49";1998;86;0,728335;27912;5;9;3
"50";1998;91;0,710554;198030;5;9;3
"51";1998;92;0,740979;119118;5;9;3
"52";1998;93;0,794093;137547;5;10;3
"53";1998;94;0,845692;120222;5;10;3
"54";1998;95;0,801944;110568;5;10;3
"55";1998;96;0,788373;102578;5;10;3
"56";1998;101;0,596133;42824;4;8;2
"57";1998;102;0,596133;41054;4;8;2
"58";1998;103;0,596133;103369;4;8;2
"59";1998;104;0,596133;41047;4;8;2
"60";1998;105;0,596133;49855;4;8;2
"61";1998;106;0,596133;12120;4;8;2
"62";1998;107;0,596133;57816;4;8;2
"63";1998;108;0,596133;18513;4;8;2
"64";1998;109;0,596133;47869;4;8;2
"65";1998;120;0,596133;66959;4;8;2
"66";1998;121;0,596133;100496;4;8;2
"67";1998;122;0,596129;119870;4;8;2
"68";1998;123;0,596139;174847;4;8;2
"69";1998;124;0,596133;135482;4;8;2
"70";1998;125;0,597781;537969;4;8;2
"71";1998;126;0,596243;242319;4;8;2
"72";1998;130;0,596136;165855;4;8;2
"73";1998;131;0,596158;299862;4;8;2
"74";1998;133;0,596133;56036;4;8;2
"75";1998;134;0,596299;191033;4;8;2
"76";1998;135;0,596166;417557;4;8;2
"77";1998;136;0,596133;43051;4;8;2
"78";1998;140;0,596116;169684;4;8;2
"79";1998;141;0,596062;388940;4;8;2
"80";1998;144;0,505452;170860;3;6;2
"81";1998;145;0,569706;142666;4;7;2
"82";1998;146;0,765427;113597;5;9;3
"83";1998;147;0,871769;148951;5;10;3
"84";1998;148;0,65751;31060;5;9;3
"85";1998;149;0,732113;99079;5;9;3
"86";1998;152;0,845085;73216;5;10;3
"87";1998;153;0,779075;154882;5;9;3
"88";1998;155;0,751882;105555;5;9;3
"89";1998;157;0,645696;102851;4;8;2
"90";1998;158;0,736696;139381;5;9;3
"91";1998;159;0,721922;51753;5;9;3
"92";1998;162;0,879495;111814;5;10;3
"93";1998;163;0,78432;151478;5;9;3
"94";1998;165;0,710251;108711;5;9;3
"95";1998;167;0,760099;99872;5;9;3
"96";1998;168;0,910809;84358;5;10;3
"97";1998;169;0,933022;42180;5;10;3
"98";1998;170;0,888009;105705;5;10;3
"99";1998;171;0,957013;110291;5;10;3
"100";1998;172;0,94352;130981;5;10;3
"101";1998;173;1;106038;5;10;3
"102";1998;174;0,878901;116585;5;10;3
"103";1998;175;0,909761;12575;5;10;3
"104";1998;180;0,741819;55991;5;9;3
"105";1998;181;0,752767;193247;5;9;3
"106";1998;182;0,871236;131557;5;10;3
"107";1998;183;0,955617;51591;5;10;3
"108";1998;184;0,918455;82034;5;10;3
"109";1998;185;0,916127;84208;5;10;3
"110";1998;186;0,823266;4721;5;10;3
"111";1998;190;0,758021;145911;5;9;3
"112";1998;192;0,773112;115711;5;9;3
"113";1998;193;0,892968;122953;5;10;3
"114";1998;194;0,910311;16806;5;10;3
"115";1998;200;0,28806;10286;1;2;1
"116";1998;201;0,28806;10364;1;2;1
"117";1998;202;0,28806;14602;1;2;1
"118";1998;203;0,28806;11948;1;2;1
"119";1998;204;0,28806;36599;1;2;1
"120";1998;205;0,28806;40074;1;2;1
"121";1998;210;0,290983;493858;1;2;1
"122";1998;211;0,288094;291519;1;2;1
"123";1998;212;0,431744;149335;3;5;2
"124";1998;213;0,571419;164526;4;7;2
"125";1998;214;0,457965;159171;3;5;2
"126";1998;215;0,465073;77363;3;5;2
"127";1998;216;0,473126;157726;3;5;2
"128";1998;217;0,569311;104498;4;7;2
"129";1998;220;0,28806;65496;1;2;1
"130";1998;221;0,288875;209658;1;2;1
"131";1998;222;0,28806;14006;1;2;1
"132";1998;223;0,288171;243589;1;2;1
"133";1998;224;0,288599;99305;1;2;1
"134";1998;225;0,288509;157717;1;2;1
"135";1998;226;0,28806;31848;1;2;1
"136";1998;227;0,28806;29261;1;2;1
"137";1998;228;0,407011;141758;2;4;2
"138";1998;229;0,3451;110804;2;3;2
"139";1998;235;0,673264;213696;5;9;3
"140";1998;236;0,580123;95349;4;7;2
"141";1998;237;0,611711;145843;4;8;2
"142";1998;238;0,456115;137424;3;5;2
"143";1998;239;0,778686;140926;5;9;3
"144";1998;241;0,559705;268733;4;7;2
"145";1998;242;0,545133;130023;4;7;2
"146";1998;243;0,589376;97483;4;7;2
"147";1998;244;0,639188;4688;4;8;2
"148";1998;245;0,607251;185108;4;8;2
"149";1998;246;0,52093;63693;3;6;2
"150";1998;247;0,551511;72930;4;7;2
"151";1998;248;0,600985;101708;4;8;2
"152";1998;249;0,662446;170983;5;9;3
"153";1998;253;0,486317;111890;3;6;2
"154";1998;254;0,408619;182992;2;4;2
"155";1998;255;0,604218;116010;4;8;2
"156";1998;256;0,652077;4415;5;9;3
"157";1998;257;0,660283;115467;5;9;3
"158";1998;258;0,59568;108828;4;8;2
"159";1998;259;0,544512;55067;4;7;2
"160";1998;261;0,571488;271800;4;7;2
"161";1998;262;0,592214;54210;4;7;2
"162";1998;263;0,717609;125261;5;9;3
"163";1998;264;0,691801;105418;5;9;3
"164";1998;265;0,760782;76388;5;9;3
"165";1998;266;0,719178;170636;5;9;3
"166";1998;267;0,68385;108629;5;9;3
"167";1998;268;0,718025;176254;5;9;3
"168";1998;269;0,590388;86344;4;7;2
"169";1998;272;0,526082;112026;4;7;2
"170";1998;273;0,564795;137014;4;7;2
"171";1998;274;0,574615;153532;4;7;2
"172";1998;275;0,791824;123586;5;10;3
"173";1998;276;0,649537;104851;4;8;2
"174";1998;277;0,647233;208709;4;8;2
"175";1998;278;0,565102;20423;4;7;2
"176";1998;281;0,506543;71693;3;6;2
"177";1998;282;0,506554;155504;3;6;2
"178";1998;283;0,506402;191876;3;6;2
"179";1998;287;0,512035;145110;3;6;2
"180";1998;288;0,49284;174695;3;6;2
"181";1998;292;0,647686;70027;4;8;2
"182";1998;293;0,616713;146890;4;8;2
"183";1998;294;0,849603;80491;5;10;3
"184";1998;295;0,674651;89700;5;9;3
"185";1998;296;0,617006;134960;4;8;2
"186";1998;301;0,511383;102971;3;6;2
"187";1998;304;0,511256;145898;3;6;2
"188";1998;305;0,510977;134923;3;6;2
"189";1998;306;0,510905;144652;3;6;2
"190";1998;308;0,439879;189289;3;5;2
"191";1998;309;0,414785;194728;2;4;2
"192";1998;310;0,561082;47976;4;7;2
"193";1998;311;0,555961;214512;4;7;2
"194";1998;312;0,536621;136714;4;7;2
"195";1998;313;0,432527;73831;3;5;2
"196";1998;315;0,515423;173599;3;6;2
"197";1998;316;0,616243;116657;4;8;2
"198";1998;317;0,617494;104681;4;8;2
"199";1998;318;0,558769;119404;4;7;2
"200";1998;320;0,5005;66311;3;6;2
"201";1998;321;0,4734;108528;3;5;2
"202";1998;322;0,464341;71240;3;5;2
"203";1998;323;0,484744;92094;3;6;2
"204";1998;324;0,51002;158638;3;6;2
"205";1998;325;0,476183;88798;3;5;2
"206";1998;326;0,482754;126271;3;6;2
"207";1998;327;0,493232;109744;3;6;2
"208";1998;328;0,506831;63983;3;6;2
"209";1998;330;0,559125;46296;4;7;2
"210";1998;331;0,500419;308924;3;6;2
"211";1998;333;0,409254;174651;2;4;2
"212";1998;334;0,393029;75318;2;4;2
"213";1998;336;0,487766;244397;3;6;2
"214";1998;337;0,446893;157711;3;5;2
"215";1998;338;0,427419;75272;2;4;2
"216";1998;341;0,616908;197831;4;8;2
"217";1998;342;0,42635;168203;2;4;2
"218";1998;343;0,442466;105834;3;5;2
"219";1998;344;0,502606;133702;3;6;2
"220";1998;345;0,510281;116963;3;6;2
"221";1998;346;0,506437;49464;3;6;2
"222";1998;350;0,440109;160359;3;5;2
"223";1998;351;0,430224;34334;2;4;2
"224";1998;352;0,415624;100517;2;4;2
"225";1998;353;0,487352;129339;3;6;2
"226";1998;354;0,407751;155148;2;4;2
"227";1998;355;0,424951;85739;2;4;2
